Date,Open,High,Low,Close,Volume,RSI,MACD,VIX,SP500_Return
2005-02-08,1.1881918997681236,1.2229044721072309,1.183984217965414,1.2156918048858643,890019200,80.48298978607937,0.05514611803727809,11.600000381469727,0.00048270656986804106
2005-02-09,1.2177957076558723,1.2320712712329978,1.1736160460101588,1.1832329034805298,1191456000,69.49768103025531,0.053827091784779846,12.0,-0.00857527919407397
2005-02-10,1.1829325306591458,1.1913476945761654,1.1519773151798722,1.1775232553482056,1093019200,67.74601175946555,0.05172478200050312,11.510000228881836,0.004211461146802931
2005-02-11,1.2000630300096136,1.2286148521960192,1.1862385939714843,1.2203502655029297,1201054400,73.20204018484658,0.05290461666048629,11.430000305175781,0.00692562217096504
2005-02-14,1.2431907601365015,1.2741467710044772,1.2329730083907553,1.271742582321167,1271463200,78.00929803421718,0.057325758927620374,11.520000457763672,0.0006968935420927913
2005-02-15,1.3022480355045813,1.3386133334465775,1.2923299260249073,1.3285454511642456,2312217600,81.87868491364154,0.06466761481183037,11.270000457763672,0.0032997665448568636
2005-02-16,1.324637821664345,1.3554431564333314,1.3126158752765344,1.35439133644104,1639243200,83.31708842663787,0.07174460824960982,11.100000381469727,0.00018177594289214838
2005-02-17,1.3622058906926184,1.3656620003793163,1.3141190981023878,1.3195291757583618,1518473600,74.70358130502945,0.07369063179170676,11.770000457763672,-0.007923365410653749
2005-02-18,1.3184772427342262,1.3202805349208193,1.2960869666506234,1.3045021295547485,1163254400,71.28272951757177,0.07317677610284234,11.180000305175781,0.0006995343079845284
2005-02-22,1.2968376011895855,1.326892369838601,1.281660795211792,1.281660795211792,1219293600,66.31202807393032,0.07011815849471725,13.140000343322754,-0.014505723363565037
2005-02-23,1.3031492978899668,1.3291462654400368,1.2855682979710497,1.3258408308029175,1345181600,70.58466878661672,0.07044707165807407,12.390000343322754,0.005607362566527829
2005-02-24,1.329597391829552,1.3420694638426742,1.3183269130228388,1.3363597393035889,1519028000,71.51112749719674,0.07074106673303038,11.569999694824219,0.007893770539395328
2005-02-25,1.3467281665442674,1.35108632442583,1.3252391297123625,1.3372610807418823,915510400,71.59368765756248,0.07023714063318165,11.489999771118164,0.00930681919658971
2005-02-28,1.3428211358786228,1.3566464819768618,1.3211824232758629,1.348231315612793,651610400,72.63320208874649,0.0699170219334504,12.079999923706055,-0.006414241365205964
